"","det_id","perp_id","det_start","det_end","det_start_year","det_end_year","det_vulnerable_population","det_age_range","det_gender","det_status","det_violation","det_related_penal_facilities","det_province_penal_facility","det_penal_facility_affiliation","det_type_of_penal_facility","det_event","detainee_number","perp_nationality","perp_organisational_affiliation","perp_age_range","perp_rank","perp_related_penal_facility","perp_affiliated_province","perp_type_of_penal_facility","det_vulnerable_population_bi","det_violation_cl","Deprivation of Liberty","Sexual Violence","Torture","Freedom of Expression","Health","Fair Trial","Conscience and Religion","Forced Labor","Children","Life","Disability"
"23","det-A2580","perp-A2581","01/06/2015","31/10/2015",2015,2015,"Women","50-59","Female","Unknown","Torture & CID_A2580|Violation of Freedom of Expression_A2580|Violation of Right to Health_A2580","Ryanggang Provincial MPS Detention Centre","Ryanggang","Ministry of People's Security","Detention Centre",1,2,"North Korean","Ministry of State Security","40-49","Unknown","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",1,"Torture & CID|Violation of Freedom of Expression|Violation of Right to Health",0,0,1,1,1,0,0,0,0,0,0
"24","det-A2579","perp-A2582","01/05/2015","31/10/2015",2015,2015,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A2579|Sexual and Gender-based Violence_A2579|Violation of the Right to a Fair Trial_A2579|Torture & CID_1_A2579|Torture & CID_2_A2579|Torture & CID_3_A2579|Violation of Freedom of Expression_2_A2579|Violation of Freedom of Expression_1_A2579|Violation of Freedom of Expression_3_A2579|Violation of Freedom of Expression_4_A2579|Violation of Right to Health_1_A2579|Violation of Right to Health_2_A2579","Hyesan City MSS  Detention Centre|Hyesan City Prosecutor's Office|Ryanggang Provincial MPS Detention Centre|Hyesan City MPS Detention Centre","Ryanggang|Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Other North Korean government organisation|Ministry of People's Security|Ministry of People's Security","Detention Centre|Temporary Detention Facility::Office|Detention Centre|Detention Centre",1,1,"North Korean","Prosecution Office","50-59","Other","Hyesan City Prosecutor's Office","Ryanggang","Temporary Detention Facility::Office",1,"Arbitrary Deprivation of Liberty|Sexual and Gender-based Violence|Violation of the Right to a Fair Trial|Torture & CID|Torture & CID|Torture & CID|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health",1,1,1,1,1,1,0,0,0,0,0
"25","det-A2579","perp-A2581","01/05/2015","31/10/2015",2015,2015,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A2579|Sexual and Gender-based Violence_A2579|Violation of the Right to a Fair Trial_A2579|Torture & CID_1_A2579|Torture & CID_2_A2579|Torture & CID_3_A2579|Violation of Freedom of Expression_2_A2579|Violation of Freedom of Expression_1_A2579|Violation of Freedom of Expression_3_A2579|Violation of Freedom of Expression_4_A2579|Violation of Right to Health_1_A2579|Violation of Right to Health_2_A2579","Hyesan City MSS  Detention Centre|Hyesan City Prosecutor's Office|Ryanggang Provincial MPS Detention Centre|Hyesan City MPS Detention Centre","Ryanggang|Ryanggang|Ryanggang|Ryanggang","Ministry of State Security|Other North Korean government organisation|Ministry of People's Security|Ministry of People's Security","Detention Centre|Temporary Detention Facility::Office|Detention Centre|Detention Centre",1,1,"North Korean","Ministry of State Security","40-49","Unknown","Hyesan City MSS  Detention Centre","Ryanggang","Detention Centre",1,"Arbitrary Deprivation of Liberty|Sexual and Gender-based Violence|Violation of the Right to a Fair Trial|Torture & CID|Torture & CID|Torture & CID|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health",1,1,1,1,1,1,0,0,0,0,0
"26","det-A2705","perp-A2707","31/07/1994","31/05/1996",1994,1996,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A2705|Violation of the Right to a Fair Trial_A2705|Forced Labour_A2705|Sexual and Gender-based Violence_1_A2705|Sexual and Gender-based Violence_2_A2705|Torture & CID_1_A2705|Torture & CID_2_A2705|Violation of Right to Health_1_A2705|Violation of Right to Health_2_A2705","Kyonghung (Undok) County MPS Detention Centre|Daehung Re-education Camp","North Hamgyong|South Hamgyong","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","30-39","Sergeant Major (teukmu sangsa)","Daehung Re-education Camp","South Hamgyong","Re-education Camp",0,"Arbitrary Deprivation of Liberty|Violation of the Right to a Fair Trial|Forced Labour|Sexual and Gender-based Violence|Sexual and Gender-based Violence|Torture & CID|Torture & CID|Violation of Right to Health|Violation of Right to Health",1,1,1,0,1,1,0,1,0,0,0
"27","det-A2705","perp-A2706","31/07/1994","31/05/1996",1994,1996,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A2705|Violation of the Right to a Fair Trial_A2705|Forced Labour_A2705|Sexual and Gender-based Violence_1_A2705|Sexual and Gender-based Violence_2_A2705|Torture & CID_1_A2705|Torture & CID_2_A2705|Violation of Right to Health_1_A2705|Violation of Right to Health_2_A2705","Kyonghung (Undok) County MPS Detention Centre|Daehung Re-education Camp","North Hamgyong|South Hamgyong","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","30-39","Sergeant Major (teukmu sangsa)","Kyonghung (Undok) County MPS Detention Centre","North Hamgyong","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of the Right to a Fair Trial|Forced Labour|Sexual and Gender-based Violence|Sexual and Gender-based Violence|Torture & CID|Torture & CID|Violation of Right to Health|Violation of Right to Health",1,1,1,0,1,1,0,1,0,0,0
"28","det-A2526","perp-A2529","01/05/2007","31/07/2007",2007,2007,"Children","10-19","Male","Unknown","Arbitrary Deprivation of Liberty_A2526|Violation of the Rights of Children_A2526","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,4,"North Korean","Ministry of State Security","40-49","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",1,"Arbitrary Deprivation of Liberty|Violation of the Rights of Children",1,0,0,0,0,0,0,0,1,0,0
"29","det-A2526","perp-A2528","01/05/2007","31/07/2007",2007,2007,"Children","10-19","Male","Unknown","Arbitrary Deprivation of Liberty_A2526|Violation of the Rights of Children_A2526","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,4,"North Korean","Ministry of State Security","50-59","Lieutenant Colonel (jungjwa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",1,"Arbitrary Deprivation of Liberty|Violation of the Rights of Children",1,0,0,0,0,0,0,0,1,0,0
"30","det-A2525","perp-A2529","01/05/2007","31/07/2007",2007,2007,"Children","10-19","Male","Unknown","Violation of the Rights of Children_A2525|Arbitrary Deprivation of Liberty_A2525","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,3,"North Korean","Ministry of State Security","40-49","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",1,"Violation of the Rights of Children|Arbitrary Deprivation of Liberty",1,0,0,0,0,0,0,0,1,0,0
"31","det-A2525","perp-A2528","01/05/2007","31/07/2007",2007,2007,"Children","10-19","Male","Unknown","Violation of the Rights of Children_A2525|Arbitrary Deprivation of Liberty_A2525","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,2,"North Korean","Ministry of State Security","50-59","Lieutenant Colonel (jungjwa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",1,"Violation of the Rights of Children|Arbitrary Deprivation of Liberty",1,0,0,0,0,0,0,0,1,0,0
"32","det-A2524","perp-A2529","01/05/2007","31/07/2007",2007,2007,"N/A","Unknown","Male","Unknown","Violation of the Rights of Detainees with Disabilities_A2524","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,2,"North Korean","Ministry of State Security","40-49","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",0,"Violation of the Rights of Detainees with Disabilities",0,0,0,0,0,0,0,0,0,0,1
"33","det-A2524","perp-A2528","01/05/2007","31/07/2007",2007,2007,"N/A","Unknown","Male","Unknown","Violation of the Rights of Detainees with Disabilities_A2524","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,5,"North Korean","Ministry of State Security","50-59","Lieutenant Colonel (jungjwa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",0,"Violation of the Rights of Detainees with Disabilities",0,0,0,0,0,0,0,0,0,0,1
"34","det-A2523","perp-A2529","01/05/2007","31/07/2007",2007,2007,"N/A","40-49","Male","Deceased","Violation of the Right to Life_A2523","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,1,"North Korean","Ministry of State Security","40-49","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",0,"Violation of the Right to Life",0,0,0,0,0,0,0,0,0,1,0
"35","det-A2523","perp-A2528","01/05/2007","31/07/2007",2007,2007,"N/A","40-49","Male","Deceased","Violation of the Right to Life_A2523","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Ministry of State Security","Holding Centre",1,3,"North Korean","Ministry of State Security","50-59","Lieutenant Colonel (jungjwa)","North Hamgyong Provincial MSS Holding Centre","North Hamgyong","Holding Centre",0,"Violation of the Right to Life",0,0,0,0,0,0,0,0,0,1,0
"36","det-A2522","perp-A2534","01/05/2007","30/09/2007",2007,2007,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A2522|Torture & CID_1_A2522|Torture & CID_2_A2522|Torture & CID_3_A2522|Torture & CID_4_A2522|Torture & CID_5_A2522|Sexual and Gender-based Violence_A2522|Violation of Right to Health_1_A2522|Violation of Right to Health_2_A2522|Violation of Right to Health_3_A2522|Violation of Right to Health_4_A2522|Violation of Right to Health_5_A2522|Forced Labour_A2522|Violation of Freedom of Expression_A2522","North Hamgyong Provincial MSS Holding Centre|Onsong County MSS Detention Centre|Onsong County Labour Training Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)|Haeju City MPS Detention Centre","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong|South Hwanghae","Ministry of State Security|Ministry of State Security|People's Committee of North Korea|Ministry of People's Security|Ministry of People's Security","Holding Centre|Detention Centre|Labour Training Centre|Holding Centre|Detention Centre",1,1,"North Korean","Ministry of People’s Security","20-29","Lieutenant (jungwi)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Sexual and Gender-based Violence|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,1,1,1,1,0,0,1,0,0,0
"37","det-A2522","perp-A2532","01/05/2007","30/09/2007",2007,2007,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A2522|Torture & CID_1_A2522|Torture & CID_2_A2522|Torture & CID_3_A2522|Torture & CID_4_A2522|Torture & CID_5_A2522|Sexual and Gender-based Violence_A2522|Violation of Right to Health_1_A2522|Violation of Right to Health_2_A2522|Violation of Right to Health_3_A2522|Violation of Right to Health_4_A2522|Violation of Right to Health_5_A2522|Forced Labour_A2522|Violation of Freedom of Expression_A2522","North Hamgyong Provincial MSS Holding Centre|Onsong County MSS Detention Centre|Onsong County Labour Training Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)|Haeju City MPS Detention Centre","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong|South Hwanghae","Ministry of State Security|Ministry of State Security|People's Committee of North Korea|Ministry of People's Security|Ministry of People's Security","Holding Centre|Detention Centre|Labour Training Centre|Holding Centre|Detention Centre",1,1,"North Korean","Ministry of People’s Security","40-49","Unknown","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Sexual and Gender-based Violence|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,1,1,1,1,0,0,1,0,0,0
"38","det-A2522","perp-A2531","01/05/2007","30/09/2007",2007,2007,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A2522|Torture & CID_1_A2522|Torture & CID_2_A2522|Torture & CID_3_A2522|Torture & CID_4_A2522|Torture & CID_5_A2522|Sexual and Gender-based Violence_A2522|Violation of Right to Health_1_A2522|Violation of Right to Health_2_A2522|Violation of Right to Health_3_A2522|Violation of Right to Health_4_A2522|Violation of Right to Health_5_A2522|Forced Labour_A2522|Violation of Freedom of Expression_A2522","North Hamgyong Provincial MSS Holding Centre|Onsong County MSS Detention Centre|Onsong County Labour Training Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)|Haeju City MPS Detention Centre","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong|South Hwanghae","Ministry of State Security|Ministry of State Security|People's Committee of North Korea|Ministry of People's Security|Ministry of People's Security","Holding Centre|Detention Centre|Labour Training Centre|Holding Centre|Detention Centre",1,1,"North Korean","Ministry of People’s Security","30-39","Sergeant Major (teukmu sangsa)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Sexual and Gender-based Violence|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,1,1,1,1,0,0,1,0,0,0
